DEBUG 2014-11-24 10:39:24,122 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at System.Web.Http.Controllers.ActionFilterResult.<ExecuteAsync>d__2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at System.Web.Http.Controllers.ExceptionFilterResult.<ExecuteAsync>d__0.MoveNext()
Abp.Runtime.Validation.AbpValidationException: Method arguments are not valid! See ValidationErrors for details.
   at Abp.WebApi.Controllers.Dynamic.Interceptors.AbpDynamicApiControllerInterceptor`1.Intercept(IInvocation invocation)
   at Castle.DynamicProxy.AbstractInvocation.Proceed()
   at Castle.Proxies.DynamicApiController`1Proxy.GetParts(GetPartsInput input)
   at lambda_method(Closure , Object , Object[] )
   at System.Web.Http.Controllers.ReflectedHttpActionDescriptor.ActionExecutor.<>c__DisplayClass10.<GetExecutor>b__9(Object instance, Object[] methodParameters)
   at System.Web.Http.Controllers.ReflectedHttpActionDescriptor.ActionExecutor.Execute(Object instance, Object[] arguments)
   at System.Web.Http.Controllers.ReflectedHttpActionDescriptor.ExecuteAsync(HttpControllerContext controllerContext, IDictionary`2 arguments, CancellationToken cancellationToken)
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at Abp.WebApi.Controllers.Dynamic.Selectors.DyanamicHttpActionDescriptor.<ExecuteAsync>b__0(Task`1 task)
   at System.Threading.Tasks.ContinuationResultTaskFromResultTask`2.InnerInvoke()
   at System.Threading.Tasks.Task.Execute()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at System.Web.Http.Controllers.ApiControllerActionInvoker.<InvokeActionAsyncCore>d__0.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at System.Web.Http.Controllers.ActionFilterResult.<ExecuteAsync>d__2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at System.Web.Http.Controllers.ExceptionFilterResult.<ExecuteAsync>d__0.MoveNext()
WARN  2014-11-24 12:51:03,430 [7    ] Default                                  - There are 1 validation errors:
WARN  2014-11-24 12:51:03,430 [7    ] Default                                  - input is null! (input)
DEBUG 2014-11-24 12:52:19,892 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-24 12:52:22,332 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,345 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,345 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.AbpCoreModule
DEBUG 2014-11-24 12:52:22,345 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,348 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,348 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.EntityFramework.AbpEntityFrameworkModule
DEBUG 2014-11-24 12:52:22,348 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,358 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,358 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.WebApi.AbpWebApiModule
DEBUG 2014-11-24 12:52:22,358 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,358 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,358 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.AbpWebModule
DEBUG 2014-11-24 12:52:22,358 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,361 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,361 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.Mvc.AbpWebMvcModule
DEBUG 2014-11-24 12:52:22,361 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Antlr3.Runtime, Version=3.5.0.2, Culture=neutral, PublicKeyToken=eb42632606e9261f
DEBUG 2014-11-24 12:52:22,371 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 12:52:22,383 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper.Net4, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 12:52:22,384 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Core, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:52:22,421 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Facilities.Logging, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:52:22,421 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Services.Logging.Log4netIntegration, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:52:22,422 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Windsor, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:52:22,432 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 12:52:22,691 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework.SqlServer, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 12:52:22,700 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: log4net, Version=1.2.10.0, Culture=neutral, PublicKeyToken=1b44e1d426115821
DEBUG 2014-11-24 12:52:22,708 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Newtonsoft.Json, Version=6.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
DEBUG 2014-11-24 12:52:22,734 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,735 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,735 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopApplicationModule
DEBUG 2014-11-24 12:52:22,735 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,736 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,736 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopCoreModule
DEBUG 2014-11-24 12:52:22,736 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,738 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,738 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopDataModule
DEBUG 2014-11-24 12:52:22,738 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,739 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,739 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.Web.OnderdelenshopWebModule
DEBUG 2014-11-24 12:52:22,739 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,739 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:52:22,739 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopWebApiModule
DEBUG 2014-11-24 12:52:22,739 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Collections.Immutable, Version=1.0.34.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:52:22,762 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Diagnostics.Tracing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:52:22,763 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Linq.Dynamic, Version=1.0.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,764 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Net.Http.Formatting, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,773 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:52:22,773 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime.InteropServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:52:22,773 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Helpers, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,798 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,826 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http.WebHost, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,829 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Mvc, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,871 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Optimization, Version=1.1.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,875 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,891 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Deployment, Version=2.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,891 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,900 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,900 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: WebGrease, Version=1.6.5135.21930, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:52:22,951 [1    ] Abp.Modules.DefaultModuleFinder          - Found 10 ABP modules in total.
DEBUG 2014-11-24 12:52:22,957 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpCoreModule, Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,959 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopApplicationModule, Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopCoreModule, Onderdelenshop.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopDataModule, Onderdelenshop.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.Web.OnderdelenshopWebModule, Onderdelenshop.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,960 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopWebApiModule, Onderdelenshop.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:52:22,964 [1    ] Abp.Modules.AbpModuleManager             - 10 modules loaded.
DEBUG 2014-11-24 12:58:54,504 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-24 12:58:55,570 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,581 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,581 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.AbpCoreModule
DEBUG 2014-11-24 12:58:55,581 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,583 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,583 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.EntityFramework.AbpEntityFrameworkModule
DEBUG 2014-11-24 12:58:55,583 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,591 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,591 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.WebApi.AbpWebApiModule
DEBUG 2014-11-24 12:58:55,591 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,592 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,592 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.AbpWebModule
DEBUG 2014-11-24 12:58:55,592 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,595 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,595 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.Mvc.AbpWebMvcModule
DEBUG 2014-11-24 12:58:55,595 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Antlr3.Runtime, Version=3.5.0.2, Culture=neutral, PublicKeyToken=eb42632606e9261f
DEBUG 2014-11-24 12:58:55,601 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 12:58:55,611 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper.Net4, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 12:58:55,613 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Core, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:58:55,646 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Facilities.Logging, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:58:55,646 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Services.Logging.Log4netIntegration, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:58:55,646 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Windsor, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 12:58:55,656 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 12:58:55,906 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework.SqlServer, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 12:58:55,914 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: log4net, Version=1.2.10.0, Culture=neutral, PublicKeyToken=1b44e1d426115821
DEBUG 2014-11-24 12:58:55,920 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Newtonsoft.Json, Version=6.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
DEBUG 2014-11-24 12:58:55,946 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,947 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,947 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopApplicationModule
DEBUG 2014-11-24 12:58:55,947 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,947 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,947 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopCoreModule
DEBUG 2014-11-24 12:58:55,947 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,949 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,949 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopDataModule
DEBUG 2014-11-24 12:58:55,949 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,950 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,950 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.Web.OnderdelenshopWebModule
DEBUG 2014-11-24 12:58:55,950 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,950 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 12:58:55,950 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopWebApiModule
DEBUG 2014-11-24 12:58:55,950 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Collections.Immutable, Version=1.0.34.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:58:55,974 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Diagnostics.Tracing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:58:55,974 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Linq.Dynamic, Version=1.0.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:55,976 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Net.Http.Formatting, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:55,986 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:58:55,986 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime.InteropServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 12:58:55,986 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Helpers, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,012 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,041 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http.WebHost, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,044 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Mvc, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,077 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Optimization, Version=1.1.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,079 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,091 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Deployment, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,092 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,098 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,099 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: WebGrease, Version=1.6.5135.21930, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 12:58:56,146 [1    ] Abp.Modules.DefaultModuleFinder          - Found 10 ABP modules in total.
DEBUG 2014-11-24 12:58:56,153 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpCoreModule, Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:56,155 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:56,155 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:56,155 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:56,155 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 12:58:56,155 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopApplicationModule, Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
